id,title,poster_path,status,genre,overview,budget,revenue,production_country,production_company,vote_count,vote_average,release_date,language
36648,Blade: Trinity,/rodqqX8NLe3cdcgBMc4CFTPidTy.jpg,Released,Action,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed—The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him—the original vampire, Dracula.",65000000,128905366,"Marvel Enterprises, New Line Cinema, Amen Ra Films, Imaginary Forces, Peter Frankfurt Productions","Marvel Enterprises, New Line Cinema, Amen Ra Films, Imaginary Forces, Peter Frankfurt Productions",3573,5.855,2004-12-08,en
764,The Evil Dead,/uYxQ6xhP3WjqPZtxyAOnZQWnZqn.jpg,Released,Horror,Five vacationing college students unwittingly resurrect demonic spirits through the Book of the Dead. Now there is no escape. The guilty must be punished.,350000,29612367,Renaissance Pictures,Renaissance Pictures,3570,7.307,1981-09-10,en
270487,"Hail, Caesar!",/txvoksUbyxqvaOvDfEbwW5nEcmX.jpg,Released,Comedy,"When a Hollywood star mysteriously disappears in the middle of filming, the studio sends their fixer to get him back.",22000000,63647656,"Universal Pictures, Mike Zoss Productions, Working Title Films","Universal Pictures, Mike Zoss Productions, Working Title Films",3567,5.914,2016-02-05,en
378064,A Silent Voice: The Movie,/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,Released,Animation,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",0,30156463,"Kyoto Animation, ABC Animation, Kodansha, Pony Canyon, Quaras, Shochiku","Kyoto Animation, ABC Animation, Kodansha, Pony Canyon, Quaras, Shochiku",3566,8.402,2016-09-17,ja
198277,Begin Again,/qx4HXHXt528hS4rwePZbZo20xqZ.jpg,Released,Comedy,"Gretta, a budding songwriter, finds herself alone after her boyfriend Dave ditches her. Her life gains purpose when Dan, a record label executive, notices her talent.",8000000,63464861,"Likely Story, Exclusive Media, Sycamore Pictures, Apatow Productions, Black Label Media","Likely Story, Exclusive Media, Sycamore Pictures, Apatow Productions, Black Label Media",3563,7.245,2013-09-07,en
16859,Kiki's Delivery Service,/Aufa4YdZIv4AXpR9rznwVA5SEfd.jpg,Released,Animation,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",6900000,4493017,"Studio Ghibli, Nibariki, Studio Fuga, Tokuma Shoten, Nippon Television Network Corporation","Studio Ghibli, Nibariki, Studio Fuga, Tokuma Shoten, Nippon Television Network Corporation",3562,7.848,1989-07-29,ja
71,Billy Elliot,/nOr5diUZxphmAD3li9aiILyI28F.jpg,Released,Drama,County Durham England 1984 the miners strike has started and the police have started coming up from Bethnal Green starting a class war with the lower classes suffering caught in the middle of the conflict is 11-year old Billy Elliot who after leaving his boxing club for the day stubbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs Wilkinson for an upcoming audition in Newcastle-upon Tyne the audition is for the royal Ballet school in London.,5000000,109280263,"StudioCanal, BBC Film, Tiger Aspect, Arts Council of England, Working Title Films, WT2 Productions, Focus Features, Universal Pictures","StudioCanal, BBC Film, Tiger Aspect, Arts Council of England, Working Title Films, WT2 Productions, Focus Features, Universal Pictures",3561,7.592,2000-09-28,en
75174,The Grey,/a0Vt3wx8ciKmPt4iXPx9sH4HBVU.jpg,Released,Drama,"Following a grueling five-week shift at an Alaskan oil refinery, workers led by sharpshooter John Ottway, are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness, and only eight men, including Ottway, survive. As they trek southward toward civilization and safety, Ottway and his companions must battle mortal injuries, the icy elements, and a pack of hungry wolves.",25000000,77278331,"Open Road Films, Scott Free Productions, 1984 Private Defense Contractors, Inferno Distribution, Chambara Pictures, LD Entertainment","Open Road Films, Scott Free Productions, 1984 Private Defense Contractors, Inferno Distribution, Chambara Pictures, LD Entertainment",3559,6.563,2012-01-26,en
417859,Puss in Boots,/eufJ36oQCauDc427ewaEvQrhZ6i.jpg,Released,Animation,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",130000000,554987477,"DreamWorks Animation, Paramount","DreamWorks Animation, Paramount",3558,6.538,2011-10-27,en
321258,The Boy,/W4cdvWRHX1cKpod2KeK8WuHAHG.jpg,Released,Horror,"An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",10000000,73929392,"Lakeshore Entertainment, Vertigo Entertainment, STX Films","Lakeshore Entertainment, Vertigo Entertainment, STX Films",3558,5.946,2016-01-22,en
703,Annie Hall,/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg,Released,Comedy,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,4000000,38288028,"United Artists, Rollins-Joffe Productions","United Artists, Rollins-Joffe Productions",3556,7.751,1977-04-19,en
7555,Rambo,/r8LPeldxskHrGJTPfhICguCip2H.jpg,Released,Action,"In Thailand, ex-Green Beret John James Rambo joins a group of mercenaries to venture into war-torn neighboring Myanmar to rescue a group of Christian aid workers who have been kidnapped by a ruthless local infantry unit.",50000000,113244290,"Nu Image, Lionsgate, EFO Films, Equity Pictures Medienfonds GmbH & Co. KG IV, Millennium Media","Nu Image, Lionsgate, EFO Films, Equity Pictures Medienfonds GmbH & Co. KG IV, Millennium Media",3556,6.653,2008-01-24,en
938,For a Few Dollars More,/ooqASvA7qxlTVKL3KwOzBwy57Dh.jpg,Released,Western,"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",600000,15000000,"PEA, Constantin Film, Arturo González Producciones Cinematográficas","PEA, Constantin Film, Arturo González Producciones Cinematográficas",3555,8.016,1965-12-18,it
2024,The Patriot,/fWZd815QxUCUcrWQZwUkAp9ljG.jpg,Released,Drama,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",110000000,215294342,"Centropolis Entertainment, Mutual Film Company, Global Medien KG, Columbia Pictures, Sony Pictures","Centropolis Entertainment, Mutual Film Company, Global Medien KG, Columbia Pictures, Sony Pictures",3554,7.166,2000-06-28,en
9078,The Sword in the Stone,/dYQhKThGXl3xQv71Ysw0RSmVmBA.jpg,Released,Animation,"Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.",3000000,22182353,Walt Disney Productions,Walt Disney Productions,3554,7.248,1963-12-25,en
9495,The Crow,/wF2Tnf0bdYrzCKVbWh0mFwPJS6k.jpg,Released,Fantasy,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven—watched over by a hypnotic crow—returns from the grave to exact revenge.",23000000,50694672,"Dimension Films, Miramax, Crowvision Inc., Entertainment Media Investment Corporation, Jeff Most Productions, Pressman Film, Summit Entertainment","Dimension Films, Miramax, Crowvision Inc., Entertainment Media Investment Corporation, Jeff Most Productions, Pressman Film, Summit Entertainment",3553,7.502,1994-05-11,en
9313,The Man in the Iron Mask,/zHE9yRURvA7DyhYtQxkGTfE1Ywi.jpg,Released,Adventure,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",35000000,182968902,"United Artists, Metro-Goldwyn-Mayer","United Artists, Metro-Goldwyn-Mayer",3553,6.621,1998-03-12,en
64686,47 Ronin,/xDHnmcroujCRG0ysYQaiswjbyHd.jpg,Released,Drama,"Kai—an outcast—joins Oishi, the leader of 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honour to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",175000000,151783839,"Mid Atlantic Films, Stuber Productions, Moving Picture Company, H2F Entertainment, Universal Pictures, Relativity Media","Mid Atlantic Films, Stuber Productions, Moving Picture Company, H2F Entertainment, Universal Pictures, Relativity Media",3553,6.154,2013-12-06,en
4148,Revolutionary Road,/63PKnmHjaDcTAjZIfj6bWVN8gvw.jpg,Released,Drama,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,35000000,75981180,"Scott Rudin Productions, BBC Film, Neal Street Productions, Evamere Entertainment, DreamWorks Pictures, Goldcrest","Scott Rudin Productions, BBC Film, Neal Street Productions, Evamere Entertainment, DreamWorks Pictures, Goldcrest",3551,6.97,2008-12-19,en
508965,Klaus,/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,Released,Animation,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",0,0,"Atresmedia, The SPA Studios","Atresmedia, The SPA Studios",3542,8.25,2019-11-08,en
929,Godzilla,/tqQ9Nt5C1Z5PRDPxYXQ4qwy5v5V.jpg,Released,Science Fiction,"French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world.",130000000,379014294,"TOHO, TriStar Pictures, Independent Pictures (II), Fried Films, Centropolis Entertainment","TOHO, TriStar Pictures, Independent Pictures (II), Fried Films, Centropolis Entertainment",3541,5.605,1998-05-20,en
13649,High School Musical 2,/la2kiVWDm2vuB4APZDgCCmuBh4K.jpg,Released,Comedy,"The East High Wildcats are gearing up for big fun as they land the coolest summer jobs imaginable. Troy, Gabriella, Chad, and Taylor have scored sweet gigs at the Lava Springs Country Club owned by Sharpay and Ryan's family. Sharpay's first rule of business: Get Troy. As Troy experiences a life of privilege he's never known, will he give up the Wildcats and Gabriella to rise to the top?",0,7000000,"First Street Films, Salty Pictures","First Street Films, Salty Pictures",3540,6.523,2007-08-17,en
189,Sin City: A Dame to Kill For,/rfjgJIOhJL9RpXe5xbadnXJ9Mt2.jpg,Released,Crime,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,65000000,39407616,"Residaco, Miramax, Troublemaker Studios, Aldamisa Entertainment, Demarest Films, Solipsist Film, AR Films","Residaco, Miramax, Troublemaker Studios, Aldamisa Entertainment, Demarest Films, Solipsist Film, AR Films",3539,6.4,2014-08-20,en
71676,Ghost Rider: Spirit of Vengeance,/3nTr3jGCFs3wBjifokRHp3xJgP5.jpg,Released,Action,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",57000000,132563930,"Columbia Pictures, Marvel Entertainment, Crystal Sky Pictures, Michael De Luca Productions, Hyde Park Films, Arad Productions","Columbia Pictures, Marvel Entertainment, Crystal Sky Pictures, Michael De Luca Productions, Hyde Park Films, Arad Productions",3538,5.003,2011-12-10,en
276907,Legend,/4shf5Alq4KWCKqrAAQe0JGJHYp5.jpg,Released,Crime,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",25000000,42972994,"Working Title Films, Cross Creek Pictures, Anton Capital Entertainment, StudioCanal, Canal+, Universal Pictures","Working Title Films, Cross Creek Pictures, Anton Capital Entertainment, StudioCanal, Canal+, Universal Pictures",3537,7.032,2015-09-09,en
805,Rosemary's Baby,/s8pdaHjxNPLXIA1WjSTWm00RJTz.jpg,Released,Drama,"A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family.",3200000,33395426,William Castle Productions,William Castle Productions,3536,7.813,1968-06-12,en
522938,Rambo: Last Blood,/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg,Released,Action,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",50000000,91490353,"Millennium Media, Templeton Media, Campbell Grobman Films, Dadi Film Group, Balboa Productions","Millennium Media, Templeton Media, Campbell Grobman Films, Dadi Film Group, Balboa Productions",3535,6.521,2019-09-19,en
35791,Resident Evil: Afterlife,/qZHDnt8bnsD2cSJfIbjWbCkIq3G.jpg,Released,Action,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",60000000,300228084,"Screen Gems, Constantin Film, Davis Films/Impact Pictures","Screen Gems, Constantin Film, Davis Films/Impact Pictures",3532,6.04,2010-09-09,en
710,GoldenEye,/z0ljRnNxIO7CRBhLEO0DvLgAFPR.jpg,Released,Adventure,"When a powerful satellite system falls into the hands of Alec Trevelyan, AKA Agent 006, a former ally-turned-enemy, only James Bond can save the world from a dangerous space weapon that -- in one short pulse -- could destroy the earth! As Bond squares off against his former compatriot, he also battles Xenia Onatopp, an assassin who uses pleasure as her ultimate weapon",58000000,352194034,"Eon Productions, United Artists","Eon Productions, United Artists",3530,6.88,1995-11-16,en
301365,The Neon Demon,/3rBo2AfWSlvsPmYFdJsNUMfkNIo.jpg,Released,Thriller,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",7000000,3377430,"Bold Films, Space Rocket Nation, Gaumont, Wild Bunch, MEDIA sub-programme of Creative Europe, Det Danske Filminstitut, DR","Bold Films, Space Rocket Nation, Gaumont, Wild Bunch, MEDIA sub-programme of Creative Europe, Det Danske Filminstitut, DR",3522,6.534,2016-05-31,en
41513,The Smurfs,/vRhnslP2gW0QDym7BsMeSuioUfK.jpg,Released,Animation,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",110000000,563749323,"Sony Pictures Animation, Kerner Entertainment Company, Columbia Pictures, Sony Pictures","Sony Pictures Animation, Kerner Entertainment Company, Columbia Pictures, Sony Pictures",3519,5.767,2011-07-29,en
72976,Lincoln,/oOo905cttAIkHERDBya5sX6HbIV.jpg,Released,History,"The revealing story of the 16th US President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",65000000,275293450,"DreamWorks Pictures, Amblin Entertainment, Dune Entertainment, The Kennedy/Marshall Company, Participant, Reliance Entertainment, 20th Century Fox","DreamWorks Pictures, Amblin Entertainment, Dune Entertainment, The Kennedy/Marshall Company, Participant, Reliance Entertainment, 20th Century Fox",3517,6.865,2012-11-09,en
257445,Goosebumps,/aeZT9pqEgrmXOGdESFkAuVjX6kw.jpg,Released,Adventure,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",58000000,158162788,"Original Film, Scholastic Entertainment, Sony Pictures, Columbia Pictures, Village Roadshow Pictures, Sony Pictures Animation","Original Film, Scholastic Entertainment, Sony Pictures, Columbia Pictures, Village Roadshow Pictures, Sony Pictures Animation",3516,6.3,2015-08-05,en
9286,Final Destination 3,/p7ARuNKUGPGvkBiDtIDvAzYzonX.jpg,Released,Horror,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",25000000,118890272,"New Line Cinema, Zide-Perry Productions, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG, Hard Eight Pictures, Matinee Pictures, Practical Pictures","New Line Cinema, Zide-Perry Productions, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG, Hard Eight Pictures, Matinee Pictures, Practical Pictures",3513,6.1,2006-02-09,en
1369,Rambo: First Blood Part II,/pzPdwOitmTleVE3YPMfIQgLh84p.jpg,Released,Action,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,44000000,300400432,"Carolco Pictures, Estudios Churubusco Azteca, Anabasis N.V.","Carolco Pictures, Estudios Churubusco Azteca, Anabasis N.V.",3512,6.619,1985-05-21,en
529203,The Croods: A New Age,/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg,Released,Animation,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",65000000,215905815,"Universal Pictures, DreamWorks Animation","Universal Pictures, DreamWorks Animation",3508,7.521,2020-11-25,en
9392,The Descent,/mxFPI4KYBk5ri9cPteIS8jiDFgj.jpg,Released,Adventure,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",3500000,57130027,"Pathé, Celador Films, Northmen Productions","Pathé, Celador Films, Northmen Productions",3507,6.957,2005-07-08,en
12153,White Chicks,/aHTUpo45qy9QYIOnVITGGqLoVcA.jpg,Released,Comedy,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich white women.",37000000,113086475,"Columbia Pictures, Revolution Studios, Wayans Bros. Entertainment, Gone North Productions","Columbia Pictures, Revolution Studios, Wayans Bros. Entertainment, Gone North Productions",3505,6.919,2004-06-23,en
2832,Identity,/bnidwEvWNAVJ3Uco9wWtuzWAfrx.jpg,Released,Mystery,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",28000000,90259536,"Konrad Pictures, Columbia Pictures","Konrad Pictures, Columbia Pictures",3502,7.18,2003-04-25,en
2123,"Me, Myself & Irene",/rvRrcbLbpn7UJGRH1JupgHOeJFq.jpg,Released,Comedy,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",51000000,149270999,"Conundrum Entertainment, 20th Century Fox","Conundrum Entertainment, 20th Century Fox",3501,6.587,2000-06-22,en
40807,50/50,/8f9tM9JVB4ETBhxlQcXIjLckArl.jpg,Released,Comedy,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",8000000,39187783,"Summit Entertainment, Mandate Pictures, Point Grey Pictures, Mandate International","Summit Entertainment, Mandate Pictures, Point Grey Pictures, Mandate International",3498,7.2,2011-09-30,en
9762,Step Up,/9Y2i54Etpx7JvCxj6D8P3VAH152.jpg,Released,Music,"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",12000000,114194847,"Eketahuna LLC, Touchstone Pictures, Summit Entertainment, Offspring Entertainment","Eketahuna LLC, Touchstone Pictures, Summit Entertainment, Offspring Entertainment",3498,6.878,2006-08-11,en
9919,How to Lose a Guy in 10 Days,/2dlftyPz7mTYbrsPvTogyFmYd7d.jpg,Released,Comedy,"It’s the battle of wills, as Andie (Kate Hudson) needs to prove she can dump a guy in 10 days, whereas Ben (Matthew McConaughey) needs to prove he can win a girl in 10 days. Now, the clock is ticking - and the wildly entertaining comedy smash is off and running in this irresistible tale of sex, lies and outrageous romantic fireworks!",50000000,177502387,Paramount,Paramount,3496,6.754,2003-02-07,en
9798,Enemy of the State,/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg,Released,Action,"When the videotape of the murder of a congressman unknowingly ends up in the hands of labor lawyer and dedicated family man Robert Clayton Dean, he is framed for the murder. With the help of the mysterious Brill, Dean attempts to throw the NSA off his trail and prove his innocence.",90000000,250649836,"Touchstone Pictures, Jerry Bruckheimer Films, Don Simpson/Jerry Bruckheimer Films, Scott Free Productions","Touchstone Pictures, Jerry Bruckheimer Films, Don Simpson/Jerry Bruckheimer Films, Scott Free Productions",3493,7.009,1998-11-20,en
11619,Flushed Away,/78czzq4yOr3yN2znedu0kWyv2Um.jpg,Released,Adventure,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",149000000,178120010,"DreamWorks Animation, Aardman, Paramount","DreamWorks Animation, Aardman, Paramount",3488,6.265,2006-10-22,en
10330,Freaky Friday,/ipKcZ4Up7dp18XpsfYUc9NKZy3g.jpg,Released,Comedy,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",26000000,160846332,"Casual Friday Productions, Gunn Films, Walt Disney Pictures","Casual Friday Productions, Gunn Films, Walt Disney Pictures",3482,6.462,2003-08-05,en
10501,The Road to El Dorado,/ryXm7xp4aqQyda0FU2eMfHehPBg.jpg,Released,Family,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?",95000000,76432727,"DreamWorks Animation, DreamWorks Pictures","DreamWorks Animation, DreamWorks Pictures",3477,7.244,2000-03-31,en
402,Basic Instinct,/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg,Released,Thriller,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,49000000,352927224,"Carolco Pictures, Canal+","Carolco Pictures, Canal+",3475,6.888,1992-03-20,en
301337,Downsizing,/l7iJoJBoP046hWyeeC2CQ6knOeK.jpg,Released,Drama,A kindly occupational therapist undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time.,68000000,55003890,"Ad Hominem Enterprises, Annapurna Pictures, Paramount","Ad Hominem Enterprises, Annapurna Pictures, Paramount",3474,5.321,2017-12-22,en
10483,Death Race,/5A79GeOb3uChQ0l0ZDjDyODKQp3.jpg,Released,Action,"Terminal Island, New York: 2020. Overcrowding in the US penal system has reached a breaking point. Prisons have been turned over to a monolithic Weyland Corporation, which sees jails full of thugs as an opportunity for televised sport. Adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'Death Race', the biggest, most brutal event.",45000000,76014335,"Impact Pictures, Universal Pictures, Relativity Media, Cruise/Wagner Productions, H2S2 Filmproduktionsgesellschaft, Scion Films","Impact Pictures, Universal Pictures, Relativity Media, Cruise/Wagner Productions, H2S2 Filmproduktionsgesellschaft, Scion Films",3473,6.25,2008-08-22,en
296099,Vacation,/z79MzBerDAW2EOQZCobFTO4dJ7P.jpg,Released,Comedy,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",31000000,104384188,"New Line Cinema, BenderSpink, David Dobkin Productions","New Line Cinema, BenderSpink, David Dobkin Productions",3472,6.298,2015-07-28,en
10189,Pineapple Express,/6E50WjeOYjDZg9HXgPjYdGtY2jG.jpg,Released,Action,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,27000000,101624843,"Columbia Pictures, Apatow Productions, Relativity Media, Sony Pictures","Columbia Pictures, Apatow Productions, Relativity Media, Sony Pictures",3470,6.623,2008-08-06,en
1924,Superman,/d7px1FQxW4tngdACVRsCSaZq0Xl.jpg,Released,Science Fiction,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",55000000,300218018,"Dovemead Films, Film Export A.G., Warner Bros. Pictures, DC Comics","Dovemead Films, Film Export A.G., Warner Bros. Pictures, DC Comics",3467,7.116,1978-12-14,en
20766,The Road,/qLaXnLzqleBWQtjvZ6JGVSaKoC3.jpg,Released,Adventure,"A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones, and, when the snow falls it is gray. The sky is dark. Their destination is the warmer south, although they don't know what, if anything, awaits them there.",32000000,27635305,"Dimension Films, 2929 Productions, Nick Wechsler Productions, Chockstone Pictures","Dimension Films, 2929 Productions, Nick Wechsler Productions, Chockstone Pictures",3460,6.998,2009-11-25,en
613,Downfall,/cP1ElGjBhbZAAqmueXjHDKlSwiP.jpg,Released,Drama,"In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.",18339750,92181574,"NDR, ORF, Degeto Film, EOS Entertainment, WDR, RAI, Constantin Film","NDR, ORF, Degeto Film, EOS Entertainment, WDR, RAI, Constantin Film",3460,7.847,2004-09-16,de
7350,The Bucket List,/idbNSe8zsYKQL97dJApfOrDSdya.jpg,Released,Drama,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",45000000,175372502,"Two Ton Films, Zadan / Meron Productions, Reiner / Greisman Productions","Two Ton Films, Zadan / Meron Productions, Reiner / Greisman Productions",3456,7.181,2007-12-25,en
