movie_id,trailer_overview,trailer_title,trailer_url
209112,개요 :Batman v Superman: Dawn of Justice,TRAILER: Batman v Superman: Dawn of Justice,/trailer/209112
8587,개요 :The Lion King,TRAILER: The Lion King,/trailer/8587
98,개요 :Gladiator,TRAILER: Gladiator,/trailer/98
37165,개요 :The Truman Show,TRAILER: The Truman Show,/trailer/37165
9806,개요 :The Incredibles,TRAILER: The Incredibles,/trailer/9806
329865,개요 :Arrival,TRAILER: Arrival,/trailer/329865
496243,개요 :Parasite,TRAILER: Parasite,/trailer/496243
76338,개요 :Thor: The Dark World,TRAILER: Thor: The Dark World,/trailer/76338
1930,개요 :The Amazing Spider-Man,TRAILER: The Amazing Spider-Man,/trailer/1930
381288,개요 :Split,TRAILER: Split,/trailer/381288
383498,개요 :Deadpool 2,TRAILER: Deadpool 2,/trailer/383498
694,개요 :The Shining,TRAILER: The Shining,/trailer/694
24,개요 :Kill Bill: Vol. 1,TRAILER: Kill Bill: Vol. 1,/trailer/24
101299,개요 :The Hunger Games: Catching Fire,TRAILER: The Hunger Games: Catching Fire,/trailer/101299
77338,개요 :The Intouchables,TRAILER: The Intouchables,/trailer/77338
419430,개요 :Get Out,TRAILER: Get Out,/trailer/419430
205596,개요 :The Imitation Game,TRAILER: The Imitation Game,/trailer/205596
424694,개요 :Bohemian Rhapsody,TRAILER: Bohemian Rhapsody,/trailer/424694
497,개요 :The Green Mile,TRAILER: The Green Mile,/trailer/497
198663,개요 :The Maze Runner,TRAILER: The Maze Runner,/trailer/198663
18785,개요 :The Hangover,TRAILER: The Hangover,/trailer/18785
1891,개요 :The Empire Strikes Back,TRAILER: The Empire Strikes Back,/trailer/1891
808,개요 :Shrek,TRAILER: Shrek,/trailer/808
2062,개요 :Ratatouille,TRAILER: Ratatouille,/trailer/2062
207703,개요 :Kingsman: The Secret Service,TRAILER: Kingsman: The Secret Service,/trailer/207703
313369,개요 :La La Land,TRAILER: La La Land,/trailer/313369
109445,개요 :Frozen,TRAILER: Frozen,/trailer/109445
374720,개요 :Dunkirk,TRAILER: Dunkirk,/trailer/374720
269149,개요 :Zootopia,TRAILER: Zootopia,/trailer/269149
240832,개요 :Lucy,TRAILER: Lucy,/trailer/240832
329,개요 :Jurassic Park,TRAILER: Jurassic Park,/trailer/329
274,개요 :The Silence of the Lambs,TRAILER: The Silence of the Lambs,/trailer/274
129,개요 :Spirited Away,TRAILER: Spirited Away,/trailer/129
321612,개요 :Beauty and the Beast,TRAILER: Beauty and the Beast,/trailer/321612
58,개요 :Pirates of the Caribbean: Dead Man's Chest,TRAILER: Pirates of the Caribbean: Dead Man's Chest,/trailer/58
177572,개요 :Big Hero 6,TRAILER: Big Hero 6,/trailer/177572
75656,개요 :Now You See Me,TRAILER: Now You See Me,/trailer/75656
131631,개요 :The Hunger Games: Mockingjay - Part 1,TRAILER: The Hunger Games: Mockingjay - Part 1,/trailer/131631
335983,개요 :Venom,TRAILER: Venom,/trailer/335983
1124,개요 :The Prestige,TRAILER: The Prestige,/trailer/1124
6479,개요 :I Am Legend,TRAILER: I Am Legend,/trailer/6479
857,개요 :Saving Private Ryan,TRAILER: Saving Private Ryan,/trailer/857
299537,개요 :Captain Marvel,TRAILER: Captain Marvel,/trailer/299537
339403,개요 :Baby Driver,TRAILER: Baby Driver,/trailer/339403
424,개요 :Schindler's List,TRAILER: Schindler's List,/trailer/424
1892,개요 :Return of the Jedi,TRAILER: Return of the Jedi,/trailer/1892
429617,개요 :Spider-Man: Far From Home,TRAILER: Spider-Man: Far From Home,/trailer/429617
37724,개요 :Skyfall,TRAILER: Skyfall,/trailer/37724
49047,개요 :Gravity,TRAILER: Gravity,/trailer/49047
127585,개요 :X-Men: Days of Future Past,TRAILER: X-Men: Days of Future Past,/trailer/127585
333339,개요 :Ready Player One,TRAILER: Ready Player One,/trailer/333339
72190,개요 :World War Z,TRAILER: World War Z,/trailer/72190
640,개요 :Catch Me If You Can,TRAILER: Catch Me If You Can,/trailer/640
330459,개요 :Rogue One: A Star Wars Story,TRAILER: Rogue One: A Star Wars Story,/trailer/330459
181808,개요 :Star Wars: The Last Jedi,TRAILER: Star Wars: The Last Jedi,/trailer/181808
49521,개요 :Man of Steel,TRAILER: Man of Steel,/trailer/49521
20352,개요 :Despicable Me,TRAILER: Despicable Me,/trailer/20352
558,개요 :Spider-Man 2,TRAILER: Spider-Man 2,/trailer/558
324857,개요 :Spider-Man: Into the Spider-Verse,TRAILER: Spider-Man: Into the Spider-Verse,/trailer/324857
118,개요 :Charlie and the Chocolate Factory,TRAILER: Charlie and the Chocolate Factory,/trailer/118
244786,개요 :Whiplash,TRAILER: Whiplash,/trailer/244786
1422,개요 :The Departed,TRAILER: The Departed,/trailer/1422
120467,개요 :The Grand Budapest Hotel,TRAILER: The Grand Budapest Hotel,/trailer/120467
10193,개요 :Toy Story 3,TRAILER: Toy Story 3,/trailer/10193
77,개요 :Memento,TRAILER: Memento,/trailer/77
38,개요 :Eternal Sunshine of the Spotless Mind,TRAILER: Eternal Sunshine of the Spotless Mind,/trailer/38
101,개요 :Léon: The Professional,TRAILER: Léon: The Professional,/trailer/101
44214,개요 :Black Swan,TRAILER: Black Swan,/trailer/44214
752,개요 :V for Vendetta,TRAILER: V for Vendetta,/trailer/752
1893,개요 :Star Wars: Episode I - The Phantom Menace,TRAILER: Star Wars: Episode I - The Phantom Menace,/trailer/1893
152601,개요 :Her,TRAILER: Her,/trailer/152601
285,개요 :Pirates of the Caribbean: At World's End,TRAILER: Pirates of the Caribbean: At World's End,/trailer/285
122917,개요 :The Hobbit: The Battle of the Five Armies,TRAILER: The Hobbit: The Battle of the Five Armies,/trailer/122917
500,개요 :Reservoir Dogs,TRAILER: Reservoir Dogs,/trailer/500
273248,개요 :The Hateful Eight,TRAILER: The Hateful Eight,/trailer/273248
348,개요 :Alien,TRAILER: Alien,/trailer/348
10528,개요 :Sherlock Holmes,TRAILER: Sherlock Holmes,/trailer/10528
12155,개요 :Alice in Wonderland,TRAILER: Alice in Wonderland,/trailer/12155
1865,개요 :Pirates of the Caribbean: On Stranger Tides,TRAILER: Pirates of the Caribbean: On Stranger Tides,/trailer/1865
559,개요 :Spider-Man 3,TRAILER: Spider-Man 3,/trailer/559
447332,개요 :A Quiet Place,TRAILER: A Quiet Place,/trailer/447332
297802,개요 :Aquaman,TRAILER: Aquaman,/trailer/297802
393,개요 :Kill Bill: Vol. 2,TRAILER: Kill Bill: Vol. 2,/trailer/393
920,개요 :Cars,TRAILER: Cars,/trailer/920
863,개요 :Toy Story 2,TRAILER: Toy Story 2,/trailer/863
607,개요 :Men in Black,TRAILER: Men in Black,/trailer/607
137113,개요 :Edge of Tomorrow,TRAILER: Edge of Tomorrow,/trailer/137113
1271,개요 :300,TRAILER: 300,/trailer/1271
353486,개요 :Jumanji: Welcome to the Jungle,TRAILER: Jumanji: Welcome to the Jungle,/trailer/353486
78,개요 :Blade Runner,TRAILER: Blade Runner,/trailer/78
1895,개요 :Star Wars: Episode III - Revenge of the Sith,TRAILER: Star Wars: Episode III - Revenge of the Sith,/trailer/1895
324786,개요 :Hacksaw Ridge,TRAILER: Hacksaw Ridge,/trailer/324786
8966,개요 :Twilight,TRAILER: Twilight,/trailer/8966
62177,개요 :Brave,TRAILER: Brave,/trailer/62177
363088,개요 :Ant-Man and the Wasp,TRAILER: Ant-Man and the Wasp,/trailer/363088
102651,개요 :Maleficent,TRAILER: Maleficent,/trailer/102651
274870,개요 :Passengers,TRAILER: Passengers,/trailer/274870
87827,개요 :Life of Pi,TRAILER: Life of Pi,/trailer/87827
264660,개요 :Ex Machina,TRAILER: Ex Machina,/trailer/264660
102382,개요 :The Amazing Spider-Man 2,TRAILER: The Amazing Spider-Man 2,/trailer/102382
335984,개요 :Blade Runner 2049,TRAILER: Blade Runner 2049,/trailer/335984
425,개요 :Ice Age,TRAILER: Ice Age,/trailer/425
1894,개요 :Star Wars: Episode II - Attack of the Clones,TRAILER: Star Wars: Episode II - Attack of the Clones,/trailer/1894
141052,개요 :Justice League,TRAILER: Justice League,/trailer/141052
57158,개요 :The Hobbit: The Desolation of Smaug,TRAILER: The Hobbit: The Desolation of Smaug,/trailer/57158
466272,개요 :Once Upon a Time… in Hollywood,TRAILER: Once Upon a Time… in Hollywood,/trailer/466272
637,개요 :Life Is Beautiful,TRAILER: Life Is Beautiful,/trailer/637
246655,개요 :X-Men: Apocalypse,TRAILER: X-Men: Apocalypse,/trailer/246655
194662,개요 :Birdman or (The Unexpected Virtue of Ignorance),TRAILER: Birdman or (The Unexpected Virtue of Ignorance),/trailer/194662
157350,개요 :Divergent,TRAILER: Divergent,/trailer/157350
190859,개요 :American Sniper,TRAILER: American Sniper,/trailer/190859
10191,개요 :How to Train Your Dragon,TRAILER: How to Train Your Dragon,/trailer/10191
260513,개요 :Incredibles 2,TRAILER: Incredibles 2,/trailer/260513
162,개요 :Edward Scissorhands,TRAILER: Edward Scissorhands,/trailer/162
324552,개요 :John Wick: Chapter 2,TRAILER: John Wick: Chapter 2,/trailer/324552
49538,개요 :X-Men: First Class,TRAILER: X-Men: First Class,/trailer/49538
185,개요 :A Clockwork Orange,TRAILER: A Clockwork Orange,/trailer/185
4922,개요 :The Curious Case of Benjamin Button,TRAILER: The Curious Case of Benjamin Button,/trailer/4922
218,개요 :The Terminator,TRAILER: The Terminator,/trailer/218
165,개요 :Back to the Future Part II,TRAILER: Back to the Future Part II,/trailer/165
280,개요 :Terminator 2: Judgment Day,TRAILER: Terminator 2: Judgment Day,/trailer/280
769,개요 :GoodFellas,TRAILER: GoodFellas,/trailer/769
64690,개요 :Drive,TRAILER: Drive,/trailer/64690
68726,개요 :Pacific Rim,TRAILER: Pacific Rim,/trailer/68726
131634,개요 :The Hunger Games: Mockingjay - Part 2,TRAILER: The Hunger Games: Mockingjay - Part 2,/trailer/131634
82690,개요 :Wreck-It Ralph,TRAILER: Wreck-It Ralph,/trailer/82690
141,개요 :Donnie Darko,TRAILER: Donnie Darko,/trailer/141
72105,개요 :Ted,TRAILER: Ted,/trailer/72105
64682,개요 :The Great Gatsby,TRAILER: The Great Gatsby,/trailer/64682
277834,개요 :Moana,TRAILER: Moana,/trailer/277834
399055,개요 :The Shape of Water,TRAILER: The Shape of Water,/trailer/399055
85,개요 :Raiders of the Lost Ark,TRAILER: Raiders of the Lost Ark,/trailer/85
19908,개요 :Zombieland,TRAILER: Zombieland,/trailer/19908
127380,개요 :Finding Dory,TRAILER: Finding Dory,/trailer/127380
296096,개요 :Me Before You,TRAILER: Me Before You,/trailer/296096
530915,개요 :1917,TRAILER: 1917,/trailer/530915
398818,개요 :Call Me by Your Name,TRAILER: Call Me by Your Name,/trailer/398818
82693,개요 :Silver Linings Playbook,TRAILER: Silver Linings Playbook,/trailer/82693
809,개요 :Shrek 2,TRAILER: Shrek 2,/trailer/809
14161,개요 :2012,TRAILER: 2012,/trailer/14161
240,개요 :The Godfather Part II,TRAILER: The Godfather Part II,/trailer/240
14,개요 :American Beauty,TRAILER: American Beauty,/trailer/14
70981,개요 :Prometheus,TRAILER: Prometheus,/trailer/70981
37799,개요 :The Social Network,TRAILER: The Social Network,/trailer/37799
166426,개요 :Pirates of the Caribbean: Dead Men Tell No Tales,TRAILER: Pirates of the Caribbean: Dead Men Tell No Tales,/trailer/166426
546554,개요 :Knives Out,TRAILER: Knives Out,/trailer/546554
489,개요 :Good Will Hunting,TRAILER: Good Will Hunting,/trailer/489
216015,개요 :Fifty Shades of Grey,TRAILER: Fifty Shades of Grey,/trailer/216015
350,개요 :The Devil Wears Prada,TRAILER: The Devil Wears Prada,/trailer/350
103,개요 :Taxi Driver,TRAILER: Taxi Driver,/trailer/103
332562,개요 :A Star Is Born,TRAILER: A Star Is Born,/trailer/332562
228150,개요 :Fury,TRAILER: Fury,/trailer/228150
1724,개요 :The Incredible Hulk,TRAILER: The Incredible Hulk,/trailer/1724
23483,개요 :Kick-Ass,TRAILER: Kick-Ass,/trailer/23483
2048,"개요 :I, Robot","TRAILER: I, Robot",/trailer/2048
6977,개요 :No Country for Old Men,TRAILER: No Country for Old Men,/trailer/6977
61791,개요 :Rise of the Planet of the Apes,TRAILER: Rise of the Planet of the Apes,/trailer/61791
161,개요 :Ocean's Eleven,TRAILER: Ocean's Eleven,/trailer/161
745,개요 :The Sixth Sense,TRAILER: The Sixth Sense,/trailer/745
194,개요 :Amélie,TRAILER: Amélie,/trailer/194
111,개요 :Scarface,TRAILER: Scarface,/trailer/111
146233,개요 :Prisoners,TRAILER: Prisoners,/trailer/146233
73,개요 :American History X,TRAILER: American History X,/trailer/73
138843,개요 :The Conjuring,TRAILER: The Conjuring,/trailer/138843
222935,개요 :The Fault in Our Stars,TRAILER: The Fault in Our Stars,/trailer/222935
11036,개요 :The Notebook,TRAILER: The Notebook,/trailer/11036
76203,개요 :12 Years a Slave,TRAILER: 12 Years a Slave,/trailer/76203
62,개요 :2001: A Space Odyssey,TRAILER: 2001: A Space Odyssey,/trailer/62
49530,개요 :In Time,TRAILER: In Time,/trailer/49530
812,개요 :Aladdin,TRAILER: Aladdin,/trailer/812
490132,개요 :Green Book,TRAILER: Green Book,/trailer/490132
38757,개요 :Tangled,TRAILER: Tangled,/trailer/38757
8358,개요 :Cast Away,TRAILER: Cast Away,/trailer/8358
36657,개요 :X-Men,TRAILER: X-Men,/trailer/36657
93456,개요 :Despicable Me 2,TRAILER: Despicable Me 2,/trailer/93456
9502,개요 :Kung Fu Panda,TRAILER: Kung Fu Panda,/trailer/9502
1858,개요 :Transformers,TRAILER: Transformers,/trailer/1858
601,개요 :E.T. the Extra-Terrestrial,TRAILER: E.T. the Extra-Terrestrial,/trailer/601
8681,개요 :Taken,TRAILER: Taken,/trailer/8681
351286,개요 :Jurassic World: Fallen Kingdom,TRAILER: Jurassic World: Fallen Kingdom,/trailer/351286
115,개요 :The Big Lebowski,TRAILER: The Big Lebowski,/trailer/115
119450,개요 :Dawn of the Planet of the Apes,TRAILER: Dawn of the Planet of the Apes,/trailer/119450
207,개요 :Dead Poets Society,TRAILER: Dead Poets Society,/trailer/207
372058,개요 :Your Name.,TRAILER: Your Name.,/trailer/372058
338952,개요 :Fantastic Beasts: The Crimes of Grindelwald,TRAILER: Fantastic Beasts: The Crimes of Grindelwald,/trailer/338952
562,개요 :Die Hard,TRAILER: Die Hard,/trailer/562
291805,개요 :Now You See Me 2,TRAILER: Now You See Me 2,/trailer/291805
771,개요 :Home Alone,TRAILER: Home Alone,/trailer/771
604,개요 :The Matrix Reloaded,TRAILER: The Matrix Reloaded,/trailer/604
953,개요 :Madagascar,TRAILER: Madagascar,/trailer/953
266856,개요 :The Theory of Everything,TRAILER: The Theory of Everything,/trailer/266856
242582,개요 :Nightcrawler,TRAILER: Nightcrawler,/trailer/242582
82992,개요 :Fast & Furious 6,TRAILER: Fast & Furious 6,/trailer/82992
75612,개요 :Oblivion,TRAILER: Oblivion,/trailer/75612
310,개요 :Bruce Almighty,TRAILER: Bruce Almighty,/trailer/310
13223,개요 :Gran Torino,TRAILER: Gran Torino,/trailer/13223
168259,개요 :Furious 7,TRAILER: Furious 7,/trailer/168259
211672,개요 :Minions,TRAILER: Minions,/trailer/211672
36557,개요 :Casino Royale,TRAILER: Casino Royale,/trailer/36557
18,개요 :The Fifth Element,TRAILER: The Fifth Element,/trailer/18
12405,개요 :Slumdog Millionaire,TRAILER: Slumdog Millionaire,/trailer/12405
62211,개요 :Monsters University,TRAILER: Monsters University,/trailer/62211
51876,개요 :Limitless,TRAILER: Limitless,/trailer/51876
206647,개요 :Spectre,TRAILER: Spectre,/trailer/206647
84892,개요 :The Perks of Being a Wallflower,TRAILER: The Perks of Being a Wallflower,/trailer/84892
1417,개요 :Pan's Labyrinth,TRAILER: Pan's Labyrinth,/trailer/1417
8844,개요 :Jumanji,TRAILER: Jumanji,/trailer/8844
76600,개요 :Avatar: The Way of Water,TRAILER: Avatar: The Way of Water,/trailer/76600
411,"개요 :The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","TRAILER: The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",/trailer/411
1359,개요 :American Psycho,TRAILER: American Psycho,/trailer/1359
2080,개요 :X-Men Origins: Wolverine,TRAILER: X-Men Origins: Wolverine,/trailer/2080
45243,개요 :The Hangover Part II,TRAILER: The Hangover Part II,/trailer/45243
58574,개요 :Sherlock Holmes: A Game of Shadows,TRAILER: Sherlock Holmes: A Game of Shadows,/trailer/58574
337339,개요 :The Fate of the Furious,TRAILER: The Fate of the Furious,/trailer/337339
458156,개요 :John Wick: Chapter 3 - Parabellum,TRAILER: John Wick: Chapter 3 - Parabellum,/trailer/458156
293167,개요 :Kong: Skull Island,TRAILER: Kong: Skull Island,/trailer/293167
196,개요 :Back to the Future Part III,TRAILER: Back to the Future Part III,/trailer/196
41154,개요 :Men in Black 3,TRAILER: Men in Black 3,/trailer/41154
294254,개요 :Maze Runner: The Scorch Trials,TRAILER: Maze Runner: The Scorch Trials,/trailer/294254
600,개요 :Full Metal Jacket,TRAILER: Full Metal Jacket,/trailer/600
495764,개요 :Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),TRAILER: Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),/trailer/495764
510,개요 :One Flew Over the Cuckoo's Nest,TRAILER: One Flew Over the Cuckoo's Nest,/trailer/510
64688,개요 :21 Jump Street,TRAILER: 21 Jump Street,/trailer/64688
59967,개요 :Looper,TRAILER: Looper,/trailer/59967
629,개요 :The Usual Suspects,TRAILER: The Usual Suspects,/trailer/629
